Town,State,County
Patterson,LA,Vermilion
Coushatta,LA,Lafourche
Albany,LA,NULL
Lake Arthur,LA,NULL
Arnaudville,LA,Bienville
Woodworth,LA,Lafayette
Moss Bluff,LA,St. Tammany
Starks,LA,NULL
Clinton,LA,Lafayette
Terrytown,LA,De Soto
Vinton,LA,Jackson
Gretna,LA,St. Landry
Slaughter,LA,Iberia
Luling,LA,NULL
Elm Grove,LA,St. Bernard
Madisonville,LA,St. Tammany
Saint Francisville,LA,St. Mary
Gray,LA,Red River
Zachary,LA,Livingston
Prairieville,LA,Jefferson Davis
Slidell,LA,St. Landry
Central,LA,Rapides
Chauvin,LA,Calcasieu
Wisner,LA,Calcasieu
Venice,LA,East Feliciana
Grand Isle,LA,Jefferson
Frierson,LA,Calcasieu
West Monroe,LA,Jefferson
Reeves,LA,East Feliciana
Theriot,LA,St. Charles
Walker,LA,NULL
Port Sulpher,LA,St. Tammany
Florien,LA,NULL
Brusly,LA,Terrebonne
New Iberia,LA,East Baton Rouge
Barksdale Afb,LA,Ascension
Pollock,LA,St. Tammany
Fort Polk,LA,East Baton Rouge
Cameron,LA,Terrebonne
Lutcher,LA,Franklin
Iowa,LA,Plaquemines
Leesville,LA,Jefferson
Monroe,LA,De Soto
Cottonport,LA,Ouachita
Ville Platte,LA,Allen
Galliano,LA,NULL
Saint Martinville,LA,Livingston
Laplace,LA,NULL
Lake Charles,LA,Sabine
Abita Springs,LA,West Baton Rouge
Morganza,LA,Iberia
Bentley,LA,NULL
Columbia,LA,Grant
Metairie,LA,NULL
Shreveport,LA,Cameron
Rayville,LA,St. James
Harahan,LA,Calcasieu
Saint Rose,LA,Vernon
Keatchie,LA,Ouachita
St. Landry Parish,LA,Avoyelles
Naperville,LA,Evangeline
Sulphur,LA,Lafourche
Gonzales,LA,NULL
"Port Fourchon, Golden Meadow",LA,St. John the Baptist
Pitkin,LA,Calcasieu
Kenner,LA,St. Tammany
Abbeville,LA,Pointe Coupee
River Ridge,LA,NULL
Scott,LA,Caldwell
Husser,LA,Jefferson
Ruston,LA,Caddo
Dequincy,LA,Richland
Sunset,LA,Jefferson
Houma,LA,NULL
Denham Springs,LA,NULL
Mandeville,LA,NULL
Lockport,LA,NULL
Jean Lafitte,LA,Calcasieu
Lillie,LA,Ascension
Erath,LA,NULL
Ponchatoula,LA,Vernon
Cut Off,LA,Jefferson
Destrehan,LA,Vermilion
Carencro,LA,Jefferson
Broussard,LA,Lafayette
Saint Joseph,LA,NULL
Belle Chasse,LA,Lincoln
South Pelto,LA,Calcasieu
Alexandria,LA,St. Landry
Port Sulphur,LA,Terrebonne
Schriever,LA,Livingston
Vacherie,LA,St. Tammany
Flat Creek,LA,Lafourche
Bush,LA,Jefferson
Loranger,LA,Union
Jefferson,LA,Vermilion
Keithville,LA,Tangipahoa
Marrero,LA,Lafourche
Boutte,LA,St. Charles
Greensburg,LA,Lafayette
Lacombe,LA,Lafayette
Waterproof,LA,NULL
Harvey,LA,Plaquemines
Glenmora,LA,NULL
Pineville,LA,Rapides
Crowley,LA,Plaquemines
Thibodaux,LA,Terrebonne
Bastrop,LA,NULL
Bossier City,LA,NULL
Mamou,LA,NULL
Opelousas,LA,NULL
Larose,LA,Jefferson
Mer Rouge,LA,NULL
Collinston,LA,Jefferson
Grayson,LA,St. Charles
Morgan City,LA,St. Helena
Downsville,LA,St. Tammany
Boyce,LA,Tensas
Stonewall,LA,Jefferson
Mansfield,LA,Rapides
Garyville,LA,Rapides
"Port Fourchon, Golden Meadow, La",LA,Acadia
Heflin,LA,Lafourche
Tallulah,LA,Morehouse
Simsboro,LA,Bossier
La Place,LA,Evangeline
Westwego,LA,St. Landry
Franklinton,LA,Lafourche
Many,LA,Morehouse
Deridder,LA,Morehouse
Hayes,LA,Caldwell
Quinton,OK,St. Mary
Valliant,OK,Union
Grove,OK,Rapides
Burneyville,OK,De Soto
Indiahoma,OK,De Soto
Welch,OK,St. John the Baptist
Cherokee,OK,NULL
Carrier,OK,Webster
Duncan,OK,Madison
Thomas,OK,Lincoln
Haworth,OK,NULL
Bernice,OK,Jefferson
Maysville,OK,Washington
Arcadia,OK,Sabine
"Oklahoma City, Ok",OK,Beauregard
Park Hill,OK,Calcasieu
Lexington,OK,Pittsburg
Boswell,OK,McCurtain
Miami,OK,Delaware
Oka' Yanahli Preserve,OK,Love
Chickasha,OK,Comanche
Nowata,OK,Craig
Roff,OK,Alfalfa
Wagoner,OK,Garfield
Drumright,OK,Stephens
Union City,OK,Custer
Gore,OK,McCurtain
Bartlesville,OK,Delaware
Strang,OK,McClain
Jennings,OK,Oklahoma
Owasso,OK,NULL
Afton,OK,Cherokee
Meno,OK,Cleveland
Tinker Air Force Base,OK,Choctaw
Alex,OK,Ottawa
Pauls Valley,OK,NULL
Mannford,OK,Grady
Yukon,OK,Nowata
Harrah,OK,Pontotoc
Woodward,OK,Wagoner
Beggs,OK,Creek
Cartwright,OK,Canadian
Perry,OK,Sequoyah
Elk City,OK,Washington
Wade,OK,Mayes
Stigler,OK,Pawnee
Ardmore,OK,Tulsa
Ripley,OK,Ottawa
Durant,OK,Major
Hitchcock,OK,NULL
Newalla,OK,Grady
Mill Creek,OK,Garvin
Pond Creek,OK,Creek
Copan,OK,Canadian
Waurika,OK,Oklahoma
Spencer,OK,Woodward
Cleo Springs,OK,Okmulgee
Erick,OK,Bryan
Ada,OK,Noble
Hodgen,OK,Beckham
Ames,OK,NULL
Purcell,OK,Haskell
Billings,OK,Carter
Locust Grove,OK,Payne
Kenefic,OK,Bryan
Cushing,OK,Blaine
Lenapah,OK,NULL
Oklahoma City,OK,Johnston
Roland,OK,Grant
Sequoyah,OK,Washington
Moore,OK,Jefferson
Okemah,OK,Oklahoma
Mustang,OK,Major
Comanche,OK,Beckham
Heavener,OK,Pontotoc
Buffalo,OK,Le Flore
Marshall,OK,Major
Hinton,OK,McClain
Dewey,OK,Noble
Howe,OK,Mayes
Coweta,OK,Bryan
Broken Bow,OK,Payne
Luther,OK,Nowata
El Reno,OK,Oklahoma
Seiling,OK,Sequoyah
Geary,OK,Rogers
Madill,OK,Cleveland
Warr Acres,OK,Okfuskee
Cleveland,OK,Canadian
Foss,OK,Stephens
Catoosa,OK,Le Flore
Guymon,OK,Harper
Midwest City,OK,Logan
Altus,OK,Caddo
Newcastle,OK,Washington
Healdton,OK,Le Flore
S Coffeyville,OK,Wagoner
Stillwater,OK,McCurtain
Tecumseh,OK,Oklahoma
Sperry,OK,Canadian
Okmulgee,OK,Dewey
Warwick,OK,Canadian
Pawnee,OK,Marshall
Wilburton,OK,Oklahoma
Steedman,OK,Pawnee
Blanchard,OK,Washita
Shawnee,OK,Rogers
Idabel,OK,Texas
Hastings,OK,Oklahoma
Tahlequah,OK,Jackson
Jenks,OK,McClain
Medicine Park,OK,Carter
Talihina,OK,NULL
Mcloud,OK,Payne
Kingfisher,OK,Pottawatomie
Amber,OK,Tulsa
Okc,OK,Okmulgee
Texhoma,OK,Lincoln
Hobart,OK,Pawnee
Pryor,OK,Latimer
Bessie,OK,NULL
Poteau,OK,McClain
Red Oak,OK,Pottawatomie
Wister,OK,McCurtain
Wynona,OK,Jefferson
Talala,OK,Cherokee
Perkins,OK,Tulsa
Frederick,OK,Comanche
Stringtown,OK,Le Flore
Pawhuska,OK,Pottawatomie
Ringwood,OK,Kingfisher
Dill City,OK,Grady
Kingston,OK,NULL
Hydro,OK,Texas
Jones,OK,Kiowa
Vinita,OK,NULL
Barnsdall,OK,Washita
Skiatook,OK,Le Flore
Sapulpa,OK,Latimer
Bethany,OK,Le Flore
Collinsville,OK,Osage
Turpin,OK,Rogers
Milburn,OK,Payne
Sulphur,OK,Tillman
Norman,OK,Atoka
Morris,OK,Osage
Hugo,OK,Major
Fort Cobb,OK,Washita
Sayre,OK,Marshall
Wilson,OK,Caddo
Helena,OK,Oklahoma
Broken Arrow,OK,Craig
Coyle,OK,Osage
Pensacola,OK,Tulsa
Hulbert,OK,Creek
Wellston,OK,Oklahoma
Eucha,OK,Tulsa
Mooreland,OK,Beaver
Enid,OK,Johnston
Snyder,OK,Murray
Mountain View,OK,Cleveland
Fairview,OK,Okmulgee
Salina,OK,Choctaw
Stilwell,OK,Caddo
Bethel Acres,OK,Beckham
Hominy,OK,Carter
Muldrow,OK,Alfalfa
The Village,OK,Tulsa
Piedmont,OK,Logan
Okarche,OK,Mayes
Marlow,OK,Cherokee
Bray,OK,Lincoln
Choctaw,OK,NULL
Fort Gibson,OK,Woodward
Bixby,OK,Garfield
Village,OK,Kiowa
Lone Grove,OK,Kiowa
Holdenville,OK,Major
Porter,OK,Mayes
Boise City,OK,Adair
Paden,OK,Pottawatomie
Chelsea,OK,Osage
Lawton,OK,Sequoyah
Vian,OK,Oklahoma
Jet,OK,Canadian
Chandler,OK,Canadian
Sand Springs,OK,Stephens
Stuart,OK,Stephens
Bristow,OK,Oklahoma
Caddo,OK,Muskogee
Henryetta,OK,Tulsa
Hennessey,OK,NULL
Tinker Afb,OK,Carter
Checotah,OK,Hughes
Hunter,OK,Wagoner
Ponca City,OK,Cimarron
Inola,OK,Okfuskee
Alva,OK,Rogers
Garber,OK,Comanche
Westville,OK,Sequoyah
Anadarko,OK,Alfalfa
Tipton,OK,Lincoln
Watonga,OK,Tulsa
Tryon,OK,Hughes
Stroud,OK,Creek
Marland,OK,Bryan
Weatherford,OK,Okmulgee
Glenpool,OK,Kingfisher
Foster,OK,NULL
Macomb,OK,McIntosh
Claremore,OK,Garfield
Bunch,OK,Kay
Prague,OK,Rogers
Carnegie,OK,Woods
Marietta,OK,Garfield
Hochatown,OK,Adair
Eufaula,OK,Caddo
Cashion,OK,Tillman
Nichols Hills,OK,Blaine
Lost City,OK,Lincoln
Okeene,OK,Lincoln
Quapaw,OK,Noble
Calvin,OK,Custer
North Enid,OK,Tulsa
White Oak,OK,Garvin
Muskogee,OK,Pottawatomie
Noble,OK,Rogers
Tuttle,OK,Adair
Del City,OK,Lincoln
Edmond,OK,Caddo
Mounds,OK,Love
Allen,OK,McCurtain
Tonkawa,OK,McIntosh
Freedom,OK,Kingfisher
Colcord,OK,Oklahoma
Haskell,OK,Cherokee
Blackwell,OK,Blaine
Tulsa,OK,Ottawa
Guthrie,OK,Hughes
Calera,OK,Garfield
,FL,Craig
Fort Myers Beach,FL,Muskogee
Englewood,FL,Cleveland
Titusville,FL,Grady
Sopchoppy,FL,Oklahoma
Arcadia,FL,Oklahoma
Belle Glade,FL,Creek
Miami,FL,Pontotoc
Casselberry,FL,Kay
Macclenny,FL,Woods
Palm Beach Gardens,FL,Delaware
Dover,FL,Muskogee
Ruskin,FL,Kay
Gulfport,FL,Tulsa
Sand Cove,FL,Logan
Wakulla Beach,FL,Bryan
Riviera Beach,FL,NULL
Cutler Bay,FL,Lee
West Bradenton,FL,Sarasota
Lake Worth Beach,FL,Brevard
Lower Grand Lagoon,FL,Wakulla
Santa Rosa Beach,FL,DeSoto
Bonita Springs,FL,Palm Beach
Dunnellon,FL,Miami-Dade
Havana,FL,Seminole
Panacea,FL,Baker
Lutz,FL,Palm Beach
Mulberry,FL,Hillsborough
Grand Rapids,FL,Hillsborough
Homosassa,FL,Pinellas
Wildwood,FL,NULL
Belleview,FL,NULL
Ft Myers,FL,Palm Beach
Beverly Hills,FL,Miami-Dade
Callahan,FL,Manatee
Elkton,FL,NULL
Venice,FL,Bay
Boynton Beach,FL,NULL
Land O' Lakes,FL,Lee
Lake Buena Vista,FL,Marion
Wellington,FL,Gadsden
Navarre Beach,FL,Wakulla
Yulee,FL,Hillsborough
De Leon Springs,FL,Polk
Weirsdale,FL,NULL
Plantation,FL,Citrus
Apopka,FL,Sumter
Merritt Island,FL,Marion
New Smyrna Beach,FL,NULL
Fellsmere,FL,Citrus
Lake Placid,FL,Nassau
Fort Lauderdale,FL,NULL
Pace,FL,Sarasota
Melbourne Beach,FL,Palm Beach
Keystone Heights,FL,Pasco
Ponte Vedra,FL,Orange
Zolfo Springs,FL,Palm Beach
St. Marks Wildlife Refuge,FL,Santa Rosa
Webster,FL,Nassau
Freeport,FL,Volusia
St. Marks Lighthouse,FL,NULL
St. Pete,FL,Broward
Homossa Springs,FL,Orange
Destin,FL,Brevard
Debary,FL,Volusia
Wesley Chapel,FL,Indian River
Captiva,FL,Highlands
Alachua,FL,Broward
University Park,FL,Santa Rosa
Palm Beach,FL,Brevard
Quincy,FL,Clay
Ormond Beach,FL,NULL
Apalachicola,FL,Hardee
The Villages,FL,NULL
Vero Beach,FL,Sumter
Delray Beach,FL,Walton
Ponte Vedra Beach,FL,NULL
Eden,FL,NULL
Fort Walton Beach,FL,NULL
Alva,FL,Okaloosa
Cedar Key,FL,Volusia
Oviedo,FL,Pasco
Rotonda West,FL,Lee
Lake Mary,FL,Alachua
Ochopee,FL,NULL
Okaloosa Island,FL,Palm Beach
South Daytona,FL,Gadsden
St Petersburg,FL,Volusia
Lake City,FL,Franklin
Coconut  Grove,FL,Sumter
Molino,FL,Indian River
Rosemary Beach,FL,Palm Beach
Orlando,FL,NULL
Valrico,FL,NULL
Summerland Key,FL,Okaloosa
Lake Wales,FL,Lee
Deland,FL,Levy
St. Petersburg,FL,Seminole
Lecanto,FL,NULL
N Volusia County,FL,Seminole
Homossassa,FL,NULL
Belleair Beach,FL,NULL
Vernon,FL,Volusia
Labelle,FL,NULL
Satsuma,FL,Columbia
Polk City,FL,NULL
Port Richey,FL,Escambia
Lulu,FL,NULL
Fort Pierce,FL,Orange
Cooper City,FL,Hillsborough
Eglin Air Force Base,FL,NULL
Coconut Grove,FL,Polk
"St. Marks, Fl",FL,Volusia
Winter Garden,FL,Pinellas
Tallahassee,FL,Citrus
Inverness,FL,NULL
Pompano Beach,FL,NULL
Celebration,FL,Pinellas
Medina,FL,Washington
Hialeah,FL,Hendry
Crawfordville,FL,NULL
St. Augustine,FL,Polk
Miami Beach,FL,Pasco
Gulf Breeze,FL,NULL
Jensen Beach,FL,St. Lucie
Clearamont,FL,Broward
Port Leon,FL,NULL
Mexico Beach,FL,NULL
Port Orange,FL,NULL
Wauchula,FL,Orange
Cocoa,FL,Leon
Miramar,FL,Citrus
Steinhatchee,FL,Broward
Riverview,FL,Osceola
Deltona,FL,NULL
Everglades City,FL,Miami-Dade
Feather Sound,FL,Wakulla
Ormond-By-The-Sea,FL,St. Johns
Malabar,FL,Miami-Dade
Boca Raton,FL,Santa Rosa
Citrus Springs,FL,Martin
Homestead,FL,NULL
Miramar Beach,FL,NULL
Auburndale,FL,Bay
Estero,FL,Volusia
Citra,FL,Hardee
Saint Cloud,FL,Brevard
Hudson,FL,Broward
Port Saint Lucie,FL,Taylor
Micanopy,FL,Hillsborough
Georgetown,FL,Volusia
Ebro,FL,NULL
Bryceville,FL,Pinellas
Sun City Center,FL,Volusia
North Beach,FL,Brevard
Choctawhatchee Bay,FL,Palm Beach
Lithia,FL,Citrus
Clearwater Beach,FL,Miami-Dade
Geneva,FL,Walton
Carrabelle,FL,Polk
Ellenton,FL,Lee
Matlacha,FL,NULL
Chokoloskee,FL,NULL
Summerfield,FL,Pasco
Coral Springs,FL,NULL
Winter Haven,FL,Alachua
Fleming Island,FL,NULL
East Point,FL,Washington
Holiday,FL,NULL
Port St Lucie,FL,Hillsborough
Weston,FL,NULL
North Fort Myers,FL,NULL
Captiva Island,FL,NULL
Dune Allen Beach,FL,NULL
Inglis,FL,Seminole
Pensacola Beach,FL,Franklin
Edgewater,FL,Manatee
Port Saint Joe,FL,Lee
St.Augustine,FL,Collier
"St. Petersburg,",FL,NULL
Bunnell,FL,Broward
Sunrise,FL,Polk
Temple Terrace,FL,Clay
Tarpon Springs,FL,NULL
Oak Hill,FL,Pasco
Cape San Blas,FL,NULL
Floral City,FL,Broward
Blountstown,FL,Lee
Seagrove Beach,FL,NULL
Monticello,FL,NULL
Yankeetown,FL,Levy
Bald Point,FL,NULL
Orange Park,FL,Volusia
Largo,FL,NULL
Loxahatchee,FL,NULL
Trinity,FL,NULL
Thonotosassa,FL,Flagler
Indian Rocks Beach,FL,Broward
Lehigh Acres,FL,Hillsborough
Port Charlotte,FL,Pinellas
Dania,FL,Volusia
Alligator Point,FL,NULL
Port St Joe,FL,Citrus
Bokeelia,FL,Calhoun
Masaryktown,FL,NULL
Royal Palm Beach,FL,Jefferson
Key Largo,FL,Levy
Avon Park,FL,NULL
Fort Myers,FL,Clay
Panama City,FL,Pinellas
"Hudson, 34667",FL,NULL
St. Augustine Beach,FL,Pasco
"Live Oak, Florida",FL,Hillsborough
Altamonte Springs,FL,Pinellas
Live Oak,FL,Lee
Melbourne,FL,Charlotte
Flamingo,FL,NULL
Wellborn,FL,NULL
Dade City,FL,NULL
Gibsonton,FL,Lee
Orange City,FL,Hernando
Everglades National Park,FL,Palm Beach
Springfield,FL,Monroe
Palm Bay,FL,Highlands
Ponce Inlet Beach,FL,Lee
Newberry,FL,Bay
Defuniak Springs,FL,NULL
Jacksonville,FL,St. Johns
Gainesville,FL,NULL
Palm Coast,FL,Seminole
Perry,FL,Suwannee
Zephyrhills,FL,Brevard
Saint Augustine,FL,NULL
Ferry Pass,FL,NULL
Maitland,FL,Pasco
Indiantown,FL,Hillsborough
West Melbourne,FL,Volusia
Deerfield Beach,FL,NULL
Kissimmee,FL,Bay
Groveland,FL,Brevard
Haines City,FL,NULL
East Palatka,FL,Alachua
Mount Dora,FL,Walton
Daytona Beach,FL,Duval
Land O Lakes,FL,Alachua
Lamont,FL,Flagler
Montverde,FL,Taylor
Apollo Beach,FL,Pasco
Indialantic,FL,NULL
Lighthouse Point,FL,Escambia
Middleburg,FL,Orange
Hurlburt Field,FL,Martin
Sebring,FL,Brevard
Plant City,FL,Broward
Lake Worth,FL,Osceola
St. Marks,FL,Lake
Port St. Lucie,FL,Polk
Naples,FL,Putnam
Milton,FL,Lake
St George Island,FL,Volusia
Bradenton Beach,FL,NULL
Archer,FL,Jefferson
Medart,FL,Lake
Egmont Key,FL,Hillsborough
Shalimar,FL,Brevard
Hilliard,FL,Broward
Astor,FL,Clay
Davenport,FL,Okaloosa
Howey In The Hills,FL,Highlands
Longwood,FL,Hillsborough
Lakewood Park,FL,NULL
Okeechobee,FL,Wakulla
Oldsmar,FL,St. Lucie
Ocoee,FL,Collier
Spring Hill,FL,Santa Rosa
Hobe Sound,FL,NULL
Sanibel,FL,Manatee
Saint George Island,FL,Alachua
Interlachen,FL,NULL
Mims,FL,NULL
Ocklawaha,FL,Okaloosa
Welaka,FL,Nassau
Port St. Joe,FL,Lake
Cape Canaveral,FL,Polk
Big Cypress National Preserve,FL,NULL
Stuart,FL,Seminole
Viera,FL,St. Lucie
Fort Mccoy,FL,Okeechobee
Marco Island,FL,Pinellas
Layton,FL,Orange
Madeira Beach,FL,Hernando
St Pete Beach,FL,Martin
Anna Maria,FL,Lee
Marion Oaks,FL,NULL
Bartow,FL,Putnam
Lakeland,FL,Brevard
St Johns,FL,Marion
Lady Lake,FL,Putnam
Tampa,FL,Gulf
Useppa Island,FL,Brevard
Panama City Beach,FL,NULL
Fort White,FL,Martin
Lynn Haven,FL,NULL
Saint Petersburg,FL,NULL
Grove City,FL,Collier
Neptune Beach,FL,Monroe
Saint Johns,FL,Pinellas
Brooksville,FL,NULL
Key West,FL,Manatee
Glen St Mary,FL,Marion
Baker,FL,Polk
Bay Pines,FL,Polk
Jacksonville Beach,FL,NULL
Hollywood,FL,Lake
Nokomis,FL,Hillsborough
Parrish,FL,NULL
Pierson,FL,Bay
Glen Saint Mary,FL,Columbia
Miami Lakes,FL,Bay
Miami Springs,FL,NULL
Seffner,FL,Charlotte
Coral Gables,FL,Duval
Palm Harbor,FL,NULL
Sanford,FL,Hernando
North Palm Beach,FL,Monroe
Rotonda,FL,NULL
Green Cove Springs,FL,NULL
Jupiter,FL,Pinellas
Leesburg,FL,Duval
Windermere,FL,Broward
Parkland,FL,Sarasota
Eglin Afb,FL,NULL
Pinellas Park,FL,Volusia
Punta Gorda,FL,NULL
Crestview,FL,Miami-Dade
Big Pine Key,FL,Miami-Dade
Mary Esther,FL,Hillsborough
Pinecrest,FL,Miami-Dade
Key Biscayne,FL,Pinellas
West Palm Beach,FL,Seminole
Winter Park,FL,Palm Beach
Jasper,FL,Charlotte
W Melbourne,FL,Clay
Newport,FL,Palm Beach
Fernandina Beach,FL,Lake
Safety Harbor,FL,Orange
Sebastian,FL,Broward
Eastpoint,FL,Okaloosa
Boca Grande,FL,Pinellas
Dunedin,FL,Charlotte
Palatka,FL,Okaloosa
Eustis,FL,Monroe
Bradenton,FL,Okaloosa
Pembroke Pines,FL,Miami-Dade
Scanlon,FL,Miami-Dade
New Port Richey,FL,Palm Beach
Hernando,FL,Orange
Chattahoochee,FL,Hamilton
Ponce Inlet,FL,NULL
Clearwater,FL,NULL
St Augustine,FL,Nassau
Seminole,FL,Pinellas
Immokalee,FL,Indian River
Tamarac,FL,Franklin
Cape Coral,FL,NULL
Navarre,FL,Pinellas
Palmetto,FL,Putnam
Umatilla,FL,Lake
Hastings,FL,Manatee
"Viera, Fl.(Brevard County)",FL,Broward
St. Marks National Wildlife Refuge,FL,NULL
Coconut Creek,FL,Pasco
Winter Springs,FL,Citrus
Brandon,FL,Gadsden
Port Salerno,FL,Volusia
Saint Marks,FL,Pinellas
Niceville,FL,NULL
Bonifay,FL,Pinellas
"Jacksonville, Florida",FL,Collier
Singer Island,FL,Broward
Myakka City,FL,Lee
St. Mark'S Nwr,FL,Santa Rosa
Flagler Beach,FL,Manatee
Satellite Beach,FL,Lake
Orchid,FL,St. Johns
Pensacola,FL,NULL
Madison,FL,NULL
Holmes Beach,FL,Broward
Tavernier,FL,Seminole
High Springs,FL,Hillsborough
Sarasota,FL,Martin
Oxford,FL,NULL
Palm City,FL,Okaloosa
Cudjoe Key,FL,Holmes
Cantonment,FL,NULL
Clermont,FL,NULL
Marianna,FL,NULL
Ft. Walton Beach,FL,NULL
Osteen,FL,Flagler
Ocala,FL,Brevard
Mt Dora,FL,Indian River
Christmas,FL,Escambia
Siesta Key,FL,Madison
Atlantic Beach,FL,Manatee
Laguna Beach,FL,Monroe
Southport,FL,Alachua
Rockledge,FL,Sarasota
North Port,FL,NULL
Ft. Lauderdale,FL,Martin
Fruitville,FL,Monroe
Marathon,FL,NULL
Cocoa Beach,FL,Lake
Crystal River,FL,Jackson
Davie,FL,NULL
St Marks,FL,NULL
Amelia Island,FL,Marion
Niles,CA,NULL
Emeryville,CA,Orange
,CA,Sarasota
American Canyon,CA,Duval
Rancho Cucamonga,CA,Bay
Amer Cyn,CA,NULL
Lakeport,CA,Brevard
San Pedro,CA,Sarasota
Fairfax,CA,NULL
Little River,CA,Sarasota
Cupertino,CA,Monroe
Seaside,CA,Brevard
Arcadia,CA,Citrus
Paso Robles,CA,Broward
Lake Forest,CA,NULL
Healdsburg,CA,NULL
Alturas,CA,NULL
Redwood Valley,CA,Alameda
Union City,CA,NULL
Apple Valley,CA,Napa
Berkeley,CA,San Bernardino
Fish Springs,CA,NULL
King City,CA,Lake
San Lorenzo,CA,NULL
Point Lobos,CA,Marin
Point Reyes Station,CA,Kern
San Mateo,CA,Mendocino
Pacific Palisades,CA,Santa Clara
Vandenberg Afb,CA,Monterey
Canoga Park,CA,Los Angeles
Fort Bragg,CA,NULL
Pinole,CA,Orange
Yosemite,CA,Sonoma
Tahoe Vista,CA,Modoc
Port Hueneme,CA,Mendocino
Irwindale,CA,Alameda
Redlands,CA,San Bernardino
Cathedral City,CA,Alameda
Pismo,CA,NULL
Lompoc,CA,Monterey
Bell,CA,Alameda
Boyes Hot Springs,CA,NULL
Coronado,CA,Marin
Black Lake,CA,San Mateo
Beverly Hills,CA,NULL
Woodland,CA,Santa Barbara
Plymouth,CA,NULL
Chula Vista,CA,Mendocino
Tudor,CA,Contra Costa
Callahan,CA,NULL
Rancho Mirage,CA,Placer
Bend,CA,Ventura
Rancho Santa Margarita,CA,Los Angeles
Potter Valley,CA,San Bernardino
Los Gatos,CA,Riverside
Rohnert Park,CA,NULL
Venice,CA,Santa Barbara
Long Beach,CA,Los Angeles
Jackson,CA,Sonoma
Kensington,CA,San Diego
Jolon,CA,NULL
Los Molinos,CA,Los Angeles
Rancho Cordova,CA,Yolo
"St. Helena, California",CA,Amador
Lake Almanor Country Club,CA,San Diego
Van Nuys,CA,NULL
Auburn,CA,NULL
Frazier Park,CA,Riverside
Temple City,CA,Tehama
Palo Alto,CA,Orange
Palmdale West/Quartz Hill,CA,Mendocino
Glendale,CA,Santa Clara
Anchor Bay,CA,Sonoma
Alameda,CA,NULL
San Rafael,CA,Los Angeles
San Juan Capistrano,CA,Amador
Buena Park,CA,Contra Costa
Carlsbad,CA,NULL
North Hollywood,CA,Tehama
Macdoel,CA,Sacramento
Laws,CA,NULL
Anaheim,CA,Plumas
Pacific Grove,CA,NULL
Ontario,CA,Placer
Lomita,CA,Kern
Alpine,CA,Los Angeles
Placentia,CA,Santa Clara
Blackrock,CA,NULL
Forest Knolls,CA,Los Angeles
Chino Hills,CA,Mendocino
Borrego Springs,CA,Alameda
Grover Beach,CA,Marin
Mission Hills,CA,Orange
Goleta,CA,Orange
Channel Islands,CA,San Diego
Greenfield,CA,NULL
Coulterville,CA,Siskiyou
Simi Valley,CA,NULL
Temecula,CA,Orange
Downey,CA,Monterey
San Clemente,CA,San Bernardino
Montrose,CA,Los Angeles
Playa Del Rey,CA,San Diego
La Mirada,CA,Orange
San Luis Obispo,CA,NULL
West Hills,CA,NULL
Three Rivers,CA,San Bernardino
Covina,CA,San Diego
Richmond,CA,San Luis Obispo
Vacaville,CA,Santa Barbara
Commerce,CA,Santa Barbara
Discovery Bay,CA,NULL
Klondike,CA,Monterey
Spring Valley,CA,Mariposa
Ramona,CA,Ventura
West Lake Village,CA,Riverside
Capitola,CA,Los Angeles
Canyon Country,CA,Orange
Santa Clara,CA,NULL
Isla Vista,CA,NULL
Diamond Bar,CA,Los Angeles
Challenge-Brownsville,CA,San Luis Obispo
Milpitas,CA,NULL
Santa Paula,CA,Tulare
Fairfield,CA,Los Angeles
Yucaipa,CA,Contra Costa
La Quinta,CA,Solano
Solvang,CA,Los Angeles
Holtville,CA,Contra Costa
Alder Rd Vortex,CA,NULL
Rowland Heights,CA,San Diego
Klamath River,CA,San Diego
Travis Afb,CA,NULL
Imperial Beach,CA,Santa Cruz
Oceanside,CA,NULL
Avalon,CA,Santa Clara
West Covina,CA,Santa Barbara
Willows,CA,Los Angeles
Santa Rosa,CA,Yuba
Sylmar,CA,Santa Clara
Oakdale,CA,Ventura
Sequoia National Park,CA,Solano
Rio Oso,CA,San Bernardino
Hawaiian Gardens,CA,Riverside
Belvedere,CA,Santa Barbara
Clovis,CA,Imperial
Bradley,CA,NULL
Grenada,CA,Los Angeles
Pittsburg,CA,NULL
Laguna Niguel,CA,NULL
Chester,CA,San Diego
Monterey Park,CA,San Diego
Tujunga,CA,Los Angeles
Ocotillo,CA,Los Angeles
Sebastopol,CA,Glenn
Santa Ana,CA,Sonoma
Santa Maria,CA,NULL
Carmichael,CA,Stanislaus
Bishop,CA,NULL
Burlingame,CA,Sutter
Tulelake,CA,Los Angeles
Cotati,CA,Marin
Pasadena,CA,Fresno
Lafayette,CA,Monterey
Yreka,CA,Siskiyou
Mendocino,CA,Contra Costa
Leo Carrillo State Beach,CA,Orange
Isleton,CA,Plumas
Santa Barbara,CA,Los Angeles
Inverness,CA,NULL
Walnut Creek,CA,Imperial
San Ramon,CA,Sonoma
Palos Verdes Peninsula,CA,Orange
Springville,CA,Santa Barbara
Big Pine,CA,Sacramento
Jenner,CA,Inyo
Encinitas,CA,San Mateo
Desert Center,CA,Siskiyou
Rancho San Diego,CA,Sonoma
Hamilton City,CA,Los Angeles
Cedar Springs,CA,Contra Costa
