Town,State/Province,County
bloomfield twp,MI,Oakland
ellsworth,NH,Grafton
manton,MI,Wexford
grindstone,NY,St. Lawrence
kerrick,MN,Pine
newaygo,MI,Newaygo
enumclaw,WA,King
newmarket,NH,Rockingham
ashburnham,MA,Worcester
jackson township,NJ,Ocean
newton,WI,Manitowoc
east valley township,MN,Carver
kanarraville,UT,Iron
paw paw,IL,Lee
canaan,CT,Litchfield
hudson,CO,Weld
burnsville,WV,Braxton
garrison,ND,McLean
tuckahoe,VA,Henrico
westtown,NY,Orange
yosemite valley,CA,Mariposa
felton,DE,Kent
tylertown,MS,Walthall
chenango,NY,Broome
grand lake stream,ME,Washington
berlin,NJ,Camden
cottonwood heights,UT,Salt Lake
mt gay-shamrock,WV,Boone
jamaica,IA,Guthrie
elkton,VA,Rockingham
cedar springs,CA,NULL
farmington,IL,Fulton
topsham,ME,Sagadahoc
tyngsborough,MA,Middlesex
azalea,OR,Douglas
highland,UT,Utah
bremerton,WA,Kitsap
paris,ME,Oxford
belvedere,CA,Marin
dupont,IN,Jefferson
umatilla,OR,Umatilla
galliano,LA,Lafourche
manheim,NY,Herkimer
cadiz,OH,Harrison
narberth,PA,Montgomery
salol,MN,Roseau
north andover,MA,Essex
dover,MA,Norfolk
tyringham,MA,Berkshire
walworth,WI,Walworth
akeley,MN,Hubbard
alturas,CA,Modoc
stratford,IL,Sangamon
new plymouth,ID,Payette
blairstown,MO,Benton
neptune township,NJ,Monmouth
denton township,MI,Roscommon
cable,OH,NULL
st peters,MO,St Charles
franklin,NH,Merrimack
littleton,NC,Halifax
mt holly,NC,Gaston
eagle,ID,Ada
hibbing,MN,Saint Louis
frost,MN,Faribault
west st paul,MN,Dakota
jollett,VA,Augusta
milwaukie,OR,Clackamas
evesham,NJ,Burlington
de kalb,NY,St. Lawrence
persia,IA,Harrison
alden,MI,Antrim
norwood,MA,Norfolk
skandia,MI,Marquette
st charles,MI,Saginaw
cataldo,ID,Kootenai
georgetown,MA,Essex
lake lotawana,MO,Jackson
summit township,MI,Jackson
bridgeport charter township,MI,Saginaw
santa rosa valley,CA,Ventura
platte center,NE,Platte
bolton,MS,Hinds
braham,MN,Isanti
randolph,ME,Kennebec
bayonne,NJ,Hudson
albertson,NY,Nassau
ocean township,NJ,Monmouth
hoodsport,WA,Mason
alpine,UT,Utah
soulsbyville,CA,Tuolumne
reile's acres,ND,Cass
esko,MN,Carlton
mercer,MO,Mercer
medaryville,IN,Pulaski
parma heights,OH,Cuyahoga
cooleemee,NC,Davie
collins,MO,St. Clair
leary,GA,Calhoun
fort indiantown gap,PA,Lebanon
new haven,MO,Franklin
west linn,OR,Clackamas
bowdoin,ME,Sagadahoc
bend,CA,NULL
aberdeen township,NJ,Monmouth
clarno,OR,Wasco
woolwich,ME,Sagadahoc
middletown township,NJ,Monmouth
cove,UT,Cache
cedar hills,UT,Utah
philippi,WV,Barbour
lake point,UT,Tooele
red bluff,CA,Tehama
oak view,CA,Ventura
trenton,ME,Hancock
berville,MI,St. Clair
cannon township,MI,Kent
springfield,OR,Lane
sugar hill,GA,Gwinnett
mt bethel,PA,Northampton
belle plaine,IA,Benton
newton,WV,Roane
atascadero,CA,San Luis Obispo
weed,CA,Siskiyou
santa fe springs,CA,Los Angeles
white earth,ND,McKenzie
roxboro,NC,Person
hiawatha,MI,Schoolcraft
deephaven,MN,Hennepin
piedmont,CA,Alameda
shorewood,MN,Hennepin
frenchglen,OR,Harney
georgetown,DE,Sussex
attila,IL,Logan
duncan,CO,NULL
monrovia,MD,Frederick
ann arbor charter twp,MI,Washtenaw
east montpelier,VT,Washington
golden valley,AZ,Mohave
clinton township,NJ,Hunterdon
highland,CA,San Bernardino
edinboro,PA,Erie
center square,PA,Montgomery
tuscobia,WI,Rusk
mcintosh,MN,Polk
dickerson,MD,Montgomery
lower gwynedd township,PA,Montgomery
twain harte,CA,Tuolumne
timberville,VA,Rockingham
whitehall landing,DE,Sussex
highland hills,OH,Cuyahoga
canterbury,NH,Merrimack
osgood,MO,Bates
summerlin south,NV,Clark
hotchkiss,CO,Delta
rumpus ridge,SD,NULL
rolling acres,GA,NULL
rio,WI,Columbia
la caã±ada flintridge,CA,Los Angeles
fall river,WI,Columbia
roxana,IL,Madison
florida,MO,Monroe
ruma,IL,Fulton
oakland,TX,null
dime box,TX,Lee
farmington,AR,Washington
solana beach,CA,San Diego
saddlebrooke,MO,NULL
ark,VA,Middlesex
whitsett,NC,Guilford
mt pleasant,TN,Maury
westville,OK,Adair
aberdeen proving ground,MD,Harford
murray,AR,NULL
york,SC,York
friendsville,TN,Blount
denham springs,LA,Livingston
cave-in-rock,IL,Hardin
machipongo,VA,Northampton
readington township,NJ,Hunterdon
caddo valley,AR,Clark
willow spring,TX,NULL
remlap,AL,Blount
white hall,AR,Jefferson
sun city,AZ,Maricopa
newington,GA,Screven
brownsboro,TX,Henderson
bonaire,GA,Houston
anguilla,MS,Sharkey
flint,TX,Smith
pacolet,SC,Spartanburg
orchid,FL,Marion
clinton,LA,East Feliciana
lower grand lagoon,FL,Bay
freedom,OK,Woodward
st. helena,SC,Beaufort
montfort,TX,Grayson
mt enterprise,TX,Rusk
three rivers,OR,Deschutes
haiku-pauwela,HI,Maui
zapata,TX,Zapata
north santee,SC,Berkeley
boca grande,FL,Charlotte
enterprise,AL,Coffee
baywood-los osos,CA,San Luis Obispo
rodeo,CA,Contra Costa
grove city,FL,Polk
st pete beach,FL,Pinellas
scanlon,FL,Lake
sf,CA,San Francisco
citrus springs,FL,Citrus
floral city,FL,Citrus
pinecrest,FL,Miami-Dade
paradise,NV,Clark
big cypress national preserve,FL,Collier
wauchula,FL,Hardee
waipahu,HI,Honolulu
riviera beach,FL,Palm Beach
wildwood,FL,Sumter
anna maria,FL,Manatee
arcola,TX,Fort Bend
rolling hills estates,CA,Los Angeles
cooper city,FL,Broward
bartlett,TX,Williamson
bay pines,FL,Pinellas
mt pleasant,SC,Charleston
tenaha,TX,Shelby
blountstown,FL,Calhoun
terrytown,LA,Jefferson Parish
weston,FL,Broward
avon park,FL,Highlands
yankeetown,FL,Levy
trent woods,NC,Craven
wallisville,TX,Chambers
vinton,LA,Calcasieu
booth,TX,Harris
wilmington island,GA,Chatham
sapelo island,GA,McIntosh
keystone heights,FL,Clay
hemet,CA,Riverside
murfreesbooro,TN,Rutherford
marion oaks,FL,Marion
ochlocknee,GA,Thomas
bald point,FL,Franklin
celebration,FL,Osceola
north attleborough,MA,Bristol
seminary,MS,Covington
long rapids,MI,Montmorency
central,LA,East Baton Rouge
sullivan,MO,Franklin
kiln,MS,Hancock
nolensville,TN,Williamson
mooresville,IN,Morgan
mt sidney,VA,Augusta
stockwell,IN,Warren
lovelady,TX,Houston
roachdale,IN,Parke
bear creek,NC,Chatham
rich square,NC,Northampton
eden,MD,Somerset
lawrence,MI,Van Buren
oakman,GA,Gordon
waverly,TN,Humphreys
mt cory,OH,Hancock
edom,TX,Van Zandt
white pine,TN,Jefferson
blackrock,CA,Alameda
gulf highlands,AL,Baldwin
bullock,NC,Granville
williamston,SC,Anderson
lake darby,OH,Franklin
pearl,TX,Williamson
lulu,FL,Columbia
lake santeetlah,NC,Graham
elmodel,GA,Columbia
cedar hill,MO,Jefferson
ivylog,GA,Union
heath,OH,Licking
bessie,OK,Washita
holly hills,VA,Charlotte
crab orchard,TN,Cumberland
thomasboro,IL,Champaign
green island,NY,Albany
folsom,NJ,Atlantic
whitwell,TN,Marion
shillington,PA,Berks
cornettsville,KY,Perry
boys ranch,TX,Oldham
montecito,CA,Santa Barbara
hartland,CT,Hartford
moorefield,WV,Hardy
bee house,TX,Henry
hodges,SC,Greenwood
ivins,UT,Washington
proctorville,OH,Lawrence
dare,NC,Dare
elberta,AL,Baldwin
vernon hill,VA,Halifax
los molinos,CA,Tehama
granite shoals,TX,Burnet
brunswick,MD,Frederick
tudor,CA,Sutter
ten mile,TN,Meigs
ritner,KY,Rockcastle
inverness,CA,Marin
kinnelon,NJ,Morris
dutch flat,CA,Placer
worland,WY,Washakie
lisbon,AR,Howard
johnston,SC,Edgefield
tellico plains,TN,Monroe
circleville,NY,Orange
mt healthy,OH,Hamilton
east amwell township,NJ,Hunterdon
clemons,IA,Marshall
bent creek,NC,Buncombe
amer cyn,CA,NULL
el sobrante,CA,Contra Costa
kirtland,OH,Lake
union city,OK,Cimarron
woodbury heights,NJ,Gloucester
northfield,NJ,Atlantic
jefferson,WI,Jefferson
north liberty,IA,Johnson
las cruces,CA,Dona Ana
dixon springs,IL,Pope
gerrardstown,WV,Berkeley
lowland,TN,Greene
east bend,NC,Yadkin
pantego,TX,Tarrant
north enid,OK,Garfield
argura,NC,Wake
camden,TN,Humphreys
madera,CA,Madera
drumright,OK,Creek
flo,TX,Montague
wheaton-glenmont,MD,Montgomery
marshville,NC,Union
commerce charter twp,MI,Oakland
norwalk,IA,Warren
pecan plantation,TX,Hood
carova beach,NC,Currituck
stewart,MN,McLeod
dale,TX,CALDWELL
ozone,TN,Cumberland
circle d-kc estates,TX,Travis
lake almanor country club,CA,Plumas
wolf lake,IN,Noble
salina,OK,Mayes
cocodrie,LA,Terrebonne
mt holly,VT,Rutland
polk city,FL,Polk
firestone,CO,Weld
st jo,TX,NULL
howards grove,WI,Sheboygan
montross,VA,Westmoreland
burkville,AL,Lowndes
chicago park,CA,Lake
leelanau township,MI,Leelanau
silver creek,MO,NULL
alpine,AL,Talladega
ripley,OK,Payne
benbush,WV,Nicholas
gothenburg,NE,Dawson
richfield,WI,Washington
dresden,NY,Yates
arenas valley,NM,Grant
tysons,VA,NULL
bensch ranch,AZ,Yavapai
steuben,WI,Vernon
pulaski,PA,Lawrence
peotone,IL,Will
south salt lake,UT,Salt Lake
holladay,UT,Salt Lake
leesburg,IN,NULL
salisbury,NH,Merrimack
woodville,MO,NULL
utica,OH,Licking
margaretville,NY,Delaware
st robert,MO,Pulaski
dawson,GA,Terrell
tangier,VA,Accomack
st joseph,MO,Buchanan
mt rainier,MD,Prince George's
milton,TN,Rutherford
groveland,CA,Tuolumne
evansville,WI,Rock
greenwood village,CO,Arapahoe
western grove,AR,Newton
federalsburg,MD,Caroline
prairie village,KS,Johnson
glen carbon,IL,Madison
pontoon beach,IL,Madison
cahokia,IL,St. Clair
east st louis,IL,St. Clair
sugar loaf township,IL,NULL
colo,IA,Story
st george,ME,Knox
vanderbilt,PA,Fayette
park hills,MO,St. Francois
west plains,MO,Howell
morgantown,MD,NULL
westby,WI,Vernon
north freedom,WI,Sauk
abo,NM,Valencia
morning view,KY,Kenton
grant township,MI,Huron
arena,NY,Monroe
blountsville,AL,Blount
kaysville,UT,Davis
peru,IN,Miami
little egg harbor township,NJ,Ocean
unadilla,MI,Livingston
wausaukee,WI,Marinette
northeim,WI,Marathon
liscomb,IA,Marshall
clymer,NY,Chautauqua
roscommon township,MI,Roscommon
maple heights,OH,Cuyahoga
mt prospect,IL,Cook
st nazianz,WI,Manitowoc
woodrow,WV,Harrison
olmitz,KS,Barton
longtown,MO,Pike
neola,UT,Duchesne
short pump,VA,Henrico
chester,NH,Rockingham
owasco,NY,Cayuga
garrison,KY,Lewis
south orange,NJ,Essex
vernon township,IL,Lake
deer park,IL,Lake
paragon,IN,Morgan
trout lake,MI,Chippewa
milford charter twp,MI,Oakland
lawson heights,PA,Allegheny
michiana shores,IN,LaPorte
columbia,PA,Lancaster
ashby,MN,Grant
southwick,MA,Hampden
ashland,NY,"Ashland, NY is located in Greene"
metcalf,GA,Thomas
washington township,OH,Montgomery
bean's grant,NH,Grafton
weehawken,NJ,Hudson
eminence,KY,Henry
cheektowaga,NY,Erie
long beach,NJ,Ocean
hopewell,NJ,Mercer
proviso township,IL,Cook
granite quarry,NC,Rowan
lelia lake,TX,Donley
whon,TX,Lubbock
chain o' lakes-king,WI,Waupaca
mauck,VA,NULL
adams,NY,Jefferson
mt desert,ME,Hancock
almond,WI,Portage
tilghman island,MD,Talbot
carlisle,OH,Warren
north mankato,MN,Nicollet
clarks,IN,Floyd
castleton-on-hudson,NY,Rensselaer
hickory creek,TX,Denton
lewiston,MN,Winona
footville,WI,Rock
big sandy,TX,Upshur
white sands,NM,Otero
rome township,MI,Lenawee
atmore,AL,Escambia
ellisburg,NY,Jefferson
posen,MI,Presque Isle
st charles,MN,Winona
moose junction,WI,Bayfield
siren,WI,Burnett
tennyson,WI,Grant
north springfield,PA,Erie
seminole,AL,Baldwin
sedgwick,KS,Harvey
townshend,VT,Windham
anderson,MO,McDonald
fullers,NY,Orange
challenge-brownsville,CA,Yuba
wisner,NE,Cuming
prairie du rocher,IL,Randolph
shipshewana,IN,LaGrange
yreka,CA,Siskiyou
silver bay,MN,Lake
decatur,MI,Van Buren
huntington,UT,Emery
marathon,TX,Brewster
palouse,WA,Whitman
de motte,IN,Jasper
riverwoods,IL,Lake
nauvoo,IL,Hancock
moreland hills,OH,Cuyahoga
anmoore,WV,Harrison
solon,NY,Cortland
lake michigan beach,MI,Berrien
slaterville springs,NY,Tompkins
hotevilla-bacavi,AZ,Navajo
cambridge city,IN,Wayne
wabaningo,MI,Muskegon
hampden township,PA,Cumberland
saunemin,IL,Livingston
jeff,IN,Clark
homedale,ID,Owyhee
cornville,ME,SOMERSET
strafford,NH,Strafford
soldiers grove,WI,Crawford
eastman,GA,Dodge
corwith,IA,Hancock
pilger,NE,Stanton
ely,NV,White Pine
stateline,NV,Douglas
eagle river,WI,Vilas
montrose,MI,Genesee
pinesdale,MT,Ravalli
north prairie,WI,Waukesha
pensacola,OK,NULL
deckerville,MI,Sanilac
reese,MI,Saginaw
parkersburg,IA,NULL
harrison,ME,Cumberland
strang,OK,Adair
ivgid,NV,Washoe
cincinnatus,NY,Cortland
land o'lakes,WI,Vilas
williams township,PA,Northampton
fortuna,CA,Humboldt
orangevale,CA,Sacramento
osseo,MI,Hillsdale
olcott,NY,Niagara
gilford,MI,Oakland
fairfield,ME,Somerset
sylvania,GA,Screven
whitestar,TX,NULL
harmony,ME,Somerset
whittemore,MI,Iosco
worth center,NY,Jefferson
masons corner,VA,King George
blomkest,MN,Kandiyohi
westport,WI,Dane
overland,MO,St. Louis
westbrook,MN,Cottonwood
mineral,VA,Louisa
wheatlands,VA,Loudoun
marxville,WI,NULL
comstock,NY,Cortland
ware,MA,Hampshire
port oneida,MI,Leelanau
neversink,NY,Sullivan
blair,WI,Trempealeau
town of pines,IN,Porter
adams,MN,NULL
attica,WI,Lafayette
montrose,WI,Brown
tustin,MI,Osceola
woodbury,TN,Cannon
ryan village,MN,St. Louis
mayfield,OH,Cuyahoga
rogers,KS,NULL
red creek,WV,Monroe
whelchel,GA,Gilmer
ducktown,TN,Polk
winslow,ME,Kennebec
meadville,PA,Crawford
jacksons' gap,AL,Tallapoosa
roy,UT,Weber
little york,NY,Cortland
snow hill,NC,Greene
new haven,NY,Oneida
hilton,NY,Monroe
brownstown charter twp,MI,Wayne
indian springs village,AL,Shelby
canastota,NY,Madison
clarks summit,PA,Lackawanna
mt shasta,CA,Siskiyou
almond,NC,Stanly
bidwell,OH,Gallia
baker,MN,Lake of the Woods
orange city,FL,Volusia
simmons,MO,Pulaski
louisburg,KS,Miami
westwood,KS,Johnson
paterson,WA,Benton
boise city,OK,Cimarron
mt olive,NC,Wayne
alexandria,MO,Clark
willowbrook,KS,NULL
bon air,VA,Chesterfield
hillsboro,KS,Marion
garden city,NY,Nassau
rio grande,OH,Gallia
holmdel,NJ,Monmouth
brook park,OH,Cuyahoga
guymon,OK,Texas
geary,OK,Blaine
waltham,IL,NULL
susquehanna,PA,Susquehanna
rose creek,MN,Mower
topanga,CA,Los Angeles
new ellenton,SC,Aiken
irvine,WY,Uinta
wolf trap,VA,Fairfax
upland,IN,Grant
eudora,KS,Douglas
durango,CO,La Plata
saranac,NY,Clinton
oakes,ND,Dickey
princeton,MN,Mille Lacs
joe,NC,Cleveland
twisp,WA,Okanogan
lansdowne,PA,Delaware
dameron,MD,St. Mary's
mariaville lake,NY,Schenectady
eden,NY,Erie
murrayville,NC,Union
tolna,PA,Cambria
red oak,OK,Latimer
lakeview,OH,Logan
spring valley,IL,Bureau
caulfield,MO,Ozark
ames,OK,NULL
dobbs ferry,NY,Westchester
fuget,KY,Breathitt
easton,IL,Mason
sneads ferry,NC,Onslow
south haven charter twp,MI,Van Buren
lake barrington,IL,NULL
taopi,MN,Mower
abbeville,SC,Abbeville
cazadero,CA,Sonoma
petersburg,VA,Dinwiddie
fort branch,IN,Gibson
washington,KS,Washington
vernon,CT,Tolland
oxford,IA,Johnson
brighton,NY,Monroe
setauket- east setauket,NY,Suffolk
chesterfield,NH,Cheshire
east lansdowne,PA,Delaware
forestville,CA,Sonoma
tooele,UT,Tooele
henrys mill,VA,Charlotte
wilmington manor,DE,New Castle
whately,MA,Franklin
mantoloking,NJ,Ocean
turlock,CA,Stanislaus
lido beach,NY,Nassau
cantrall,IL,Sangamon
mchenry,MD,Garrett
banner,IL,NULL
saratoga springs,UT,Utah
sequoyah,OK,Cherokee
fishertown,PA,NULL
bois blanc township,MI,Mackinac
mapleton,UT,Utah
thelma,VA,NULL
bestville,CA,NULL
rothville,MO,Chariton
blairs mills,PA,Huntingdon
west yellowstone,MT,Gallatin
muskoda,MN,NULL
north webster,IN,Kosciusko
amboy center,NY,Oswego
portage,PA,CAMBRIA
conicville,VA,Shenandoah
raymore,MO,Cass
wellington,MO,Lafayette
brookhaven,NY,Suffolk
toronto,OH,Jefferson
harbor view,MI,MONROE
graham,KY,Muhlenberg
north versailles,PA,Allegheny
westhampton,NY,Suffolk
pavia,PA,Bedford
tres piedras,NM,Taos
newfoundland,PA,Wayne
columbia station,OH,Lorain
basalt,CO,Eagle
greenville,DE,New Castle
ogden,PA,Chester
tidioute,PA,Warren
ferry pass,FL,Escambia
fort defiance,VA,Augusta
guyton,GA,Effingham
worth,NY,Nassau
mcintire,IA,Mitchell
leacock-leola-bareville,PA,Lancaster
perham,MN,Otter Tail
fremont,NH,Rockingham
highland,WI,Iowa
bound brook,NJ,Somerset
troy center,WI,Walworth
echo,UT,Carbon
petersburgh,NY,Rensselaer
plymouth,IL,Hancock
augusta,IL,Hancock
little york,IL,Warren
watersmeet,MI,Gogebic
williamson,NY,Wayne
fulton,MD,Howard
wabasha,MN,Wabasha
salt lick,KY,Bath
badger,WI,Marathon
wilson springs,VA,Nottoway
wild rose,WI,Waushara
medina,MN,Hennepin
amherst junction,WI,Portage
long beach,IN,LaPorte
isle,MN,Mille Lacs
palmyra,ME,Somerset
davis junction,IL,Ogle
churchville,VA,Augusta
riegelsville,PA,Bucks
lewis and clark village,MO,St. Louis
jamestown,MI,Hudson
town of schuyler,NY,Herkimer
la farge,WI,Vernon
alfalfa,OR,Deschutes
woodvale,IL,NULL
staples,MN,Todd
emmett,ID,Gem
poland,ME,Androscoggin
floris,IA,Davis
cabot,PA,Butler
atwater,IL,NULL
amboy,NY,Oneida
hannibal,NY,Oswego
avondale,CO,ARAPAHOE
eureka,IL,Woodford
hanna city,IL,Peoria
plumsted,NJ,Ocean
manito,IL,Mason
ballston,NY,Saratoga
merrill,WI,Lincoln
ocean view,DE,Sussex
soudan,MN,St. Louis
milton,WV,Cabell
topsfield,MA,Essex
freehold township,NJ,Monmouth
chimney springs,VA,NULL
troy,ID,Latah
reeves place,CA,Merced
woodville,VA,Culpeper
high hill,OH,NULL
cambria,NY,Niagara
upper saucon township,PA,Lehigh
haverstraw,NY,Rockland
naples,ME,Cumberland
citra,FL,Marion
greendale,WI,Milwaukee
clifton township,PA,Lackawanna
dartmouth,MA,Bristol
birch run,MI,Saginaw
oklee,MN,Red Lake
new hampden,VA,Fairfax
argentine township,MI,Genesee
mackinaw,IL,Tazewell
orient,IA,Adams
randall,MN,Morrison
pleasant gap,PA,Centre
eden,TX,Concho
sparks glencoe,MD,Baltimore
riva,MD,Anne Arundel
vawter,MN,Le Sueur
wind lake,WI,Racine
mammoth spring,AR,Fulton
new hope,VA,NULL
sterling,MA,WORCESTER
shingletown,CA,Shasta
hudsonville,MI,Ottawa
laws,CA,Madera
arcadia,WI,Trempealeau
north jackson,OH,NULL
butternut,WI,Ashland
henderson,WV,Mason
kimbolton,OH,Guernsey
hudson,NC,Caldwell
baden,PA,Beaver
ankeny,IA,Polk
new durham,NH,Strafford
macomb,IL,McDonough
buffalo,SD,Harding
mt olive,NJ,Morris
alhambra,CA,Los Angeles
south williamsport,PA,Lycoming
northfield,IL,Cook
litchfield park,AZ,Maricopa
marseilles,IL,LaSalle
plymouth,CT,Litchfield
stoy,IL,Champaign
owatonna,MN,Steele
taylor,ND,Stark
robinson,IL,Crawford
quarryville,PA,Lancaster
sharon,PA,Mercer
roseville,PA,NULL
evergreen,MN,Carver
herriman,UT,Salt Lake
new springfield,OH,Mahoning
clarence,PA,Centre
dakota,MN,Goodhue
valley view,OH,Cuyahoga
bedford,KY,Trimble
pepper pike,OH,Cuyahoga
crosby,MN,Crow Wing
beverly,WA,Grant
clarksville,NY,NULL
new bedford,PA,NULL
fort gratiot twp,MI,St. Clair
hermitage,PA,Mercer
eureka,CA,Humboldt
mansfield township,NJ,Burlington
barnum,MN,Carlton
kettle falls,WA,Stevens
wales,MA,Hampden
green brook township,NJ,Somerset
houghton,MI,Houghton
bernville,PA,Berks
north merrick,NY,NULL
canonsburg,PA,Washington
arch cape,OR,Tillamook
union,NE,Cass
walkerton,IN,St. Joseph
exmore,VA,Northampton
east mckeesport,PA,Allegheny
east freedom,PA,Blair
melvin,IL,Ford
hunting valley,OH,Geauga
casey,IL,Clark
niagara,WI,Marinette
pleasant ridge,MI,Oakland
pond bank,PA,Franklin
rogers city,MI,Presque Isle
st james,NY,Suffolk
covert,MI,Van Buren
palermo,NY,Oswego
milbridge,ME,Washington
west greenwich,RI,Kent
cerritos,CA,Los Angeles
roseau,MN,Roseau
forestburgh,NY,Sullivan
ogilvie,MN,Kanabec
maywood,IL,Cook
pinopolis,SC,Berkeley
twickenham,OR,NULL
sturtevant,WI,Racine
horace,ND,Cass
omps,WV,Hampshire
waterford,NJ,Camden
colville,WA,Stevens
zillah,WA,Yakima
kankakee,IL,Kankakee
hiram,GA,Paulding
marion,MI,Osceola
little chute,WI,Outagamie
sugar grove,PA,Warren
bellevue,OH,Sandusky
yakima,WA,Yakima
george,WA,Grant
black diamond,WA,King
east glacier park,MT,Glacier
broadalbin,NY,Fulton
hixton,WI,Jackson
sarpy,NE,Sarpy
grenada,CA,Alameda
cornucopia,WI,Bayfield
west,IN,White
loretto,MN,Hennepin
donehower,MN,Kittson
cato,KS,Hodgeman
taunton,MN,Blue Earth
lost city,OK,Cherokee
farlington,KS,Crawford
copper harbor,MI,Keweenaw
porterfield,WI,Marinette
minerva,OH,Stark
francitas,TX,Jackson
clarkfield,MN,Yellow Medicine
edwardsville,KS,Johnson
st leonard,MD,Calvert
ratcliff,AR,Logan
san diego,TX,Duval
phillips,NE,Hamilton
bethel acres,OK,Pottawatomie
rosemont,IL,Cook
jourdanton,TX,Atascosa
old river-winfree,TX,Chambers
damiansville,IL,Clinton
little sioux,IA,Harrison
mirage,KS,Sedgwick
tate city,GA,Pickens
edinburgh,IN,Johnson
healdton,OK,Carter
country club estates,GA,Decatur
kurten,TX,Brazos
north beach,FL,Miami-Dade
wixon valley,TX,Brazos
burton,TX,Washington
cairo,GA,Grady
yazoo city,MS,Yazoo
prairieville,TX,Travis
frelsburg,TX,Colorado
vacherie,LA,St. James
taylors,SC,Greenville
montverde,FL,Lake
hauula,HI,Honolulu
port st joe,FL,Gulf
alva,FL,Lee
singer island,FL,Palm Beach
port salerno,FL,Martin
umatilla,FL,Lake
okaloosa island,FL,Okaloosa
weedhaven,TX,NULL
scurry,TX,KAUFMAN
bryceville,FL,Nassau
michiana,MI,Berrien
soperton,GA,Treutlen
tucson estates,AZ,Pima
forest park,OH,Hamilton
youngs creek,KY,Madison
buckhannon,WV,Upshur
sierra vista southeast,AZ,Cochise
warwick,OK,Lincoln
reily,OH,Butler
medart,FL,Wakulla
wakulla beach,FL,Wakulla
aulander,NC,Bertie
alamo,NV,Lincoln
ladoga,IN,Montgomery
rio rico,AZ,Santa Cruz
bagdad,KY,Shelby
klondike,CA,Inyo
eden isle,LA,NULL
honea path,SC,Anderson
bessemer city,NC,Gaston
,LA,Natchitoches
mineral bluff,GA,Fannin
buckeye,AZ,Maricopa
galt,CA,Sacramento
woodbine,MD,Howard
smithfield,PA,Bedford
chowchilla,CA,Madera
smithville,MS,Monroe
bloomington springs,TN,Jackson
shrewsbury,NJ,Monmouth
copake,NY,Columbia
powell,TN,Knox
baroda,MI,Berrien
flat creek,LA,NULL
harding,PA,Luzerne
roca,NE,Lancaster
ocean twp,NJ,Monmouth
corfu,NY,Erie
clay township,MI,St. Clair
picture rocks,AZ,Pima
worthing,TX,Parker
king city,CA,Monterey
whitemarsh island,GA,Chatham
robins,IA,Linn
cedar point,NC,Carteret
white city,GA,Clayton
gladewater,TX,Upshur
macks creek,MO,Camden
south abington township,PA,Lackawanna
emerson,AR,Columbia
brandon twp,MI,Oakland
smithtown,NY,Suffolk
holiday beach,TX,Aransas
spence,MD,Dorchester
goodnight,MO,DeKalb
blackfoot,ID,Bingham
west bishop,CA,Inyo
morning star,VA,Pittsylvania
santee,SC,Orangeburg
talking rock,GA,Pickens
bronaugh,MO,Vernon
nashville,NC,Nash
pancoastburg,OH,NULL
whitney,TX,Hill
archbald,PA,Lackawanna
laguna,AZ,Maricopa
black canyon,AZ,Yavapai
shiloh,IL,St. Clair
bloomburg,TX,Cass
whitesand,TN,Madison
crabapple,TX,Collin
seven hills,OH,Cuyahoga
barnegat township,NJ,Ocean
dixon lane-meadow creek,CA,Inyo
stuyvesant,NY,Columbia
shiner,TX,Lavaca
flowella,TX,Karnes
goldsboro,PA,Wayne
millfield,OH,Athens
armilda,WV,Lincoln
